index,Area,Unit Price (Saleable)int,gain/loss
119113,Mong Kok,12185,
119114,Kai Tak New Area,22446,1
119115,Whampoa,19444,1
119116,Kai Tak New Area,25429,
119117,Tsuen King Circuit,10695,1
119118,Tin Shui Wai,7231,
119119,Diamond Hill,14789,
119120,Tin Shui Wai,8037,
119121,Tin Shui Wai,10757,1
119122,Sai Wan Ho,16611,
119123,Shau Kei Wan,13568,
119124,Tsuen Wan West,15365,1
119125,Heng Fa Chuen,15631,1
119126,Ha Kwai Chung,8223,
119127,Chi Lok,13462,1
119128,Four Little Dragons,16994,1
119129,Tai Kok Tsui,7362,
119130,Tsuen Wan West,,1
119131,Quarry Bay,14636,1
119132,Tung Chung Town Centre,14072,1
119133,Tsim Sha Tsui,13158,1
119134,Mong Kok,10932,
119135,Tsuen Wan West,18307,1
119136,Olympic Station,20241,1
119137,Causeway Bay,16325,
119138,Mid-Levels West,25000,1
119139,Deep Bay,10747,
119140,North Point,20504,1
119141,North Point,24927,
119142,Sheung Wan,17302,1
119143,Shap Pat Heung,17148,
119144,Whampoa,16978,1
119145,Belvedere,9863,1
119146,Tuen Mun South,14018,1
119147,Hung Shui Kiu North New Development Area,10839,1
119148,Hung Shui Kiu North New Development Area,11472,1
119149,Tai Kok Tsui,12761,
119150,Tuen Mun San Hui,11057,
119151,Happy Valley,20538,1
119152,Kowloon Station,18529,1
119153,Yau Tong,19322,0
119154,Tuen Mun Ferry Pier,6757,
119155,Tuen Mun San Hui,9442,1
119156,Wan Chai,12571,1
119157,Tin Shui Wai,9401,1
119158,Mei Foo,14793,
119159,Kennedy Town,17292,1
119160,Tsing Lung Tau,10963,1
119161,North Point,15164,1
119162,Cheung Sha Wan,19228,1
119163,Sham Shui Po,17855,
119164,Yau Ma Tei,16109,
119165,Discovery Bay,12764,
119166,Discovery Bay,19283,
119167,Mid-Levels West,20175,1
119168,Discovery Bay,15015,
119169,Tin Shui Wai,8662,
119170,Kowloon Tong,144707,
119171,Olympic Station,20896,1
119172,Tung Chung Town Centre,9979,1
119173,Olympic Station,20765,1
119174,Kwun Tong,13825,
119175,Lam Tin,11161,
119176,Tsuen Wan Town Centre,13636,1
119177,Tuen Mun North,14898,1
119178,Tuen Mun North,10973,
119179,Kai Tak New Area,26511,
119180,Kai Tak New Area,25453,
119181,Lam Tin,11605,
119182,Mid-Levels West,32292,
119183,Mid-Levels West,20098,1
119184,Hung Hom,9509,1
119185,Mid-Levels West,29034,
119186,Wong Tai Sin,16995,1
119187,Kowloon Bay,17936,1
119188,Siu Hong,13738,1
119189,Wong Tai Sin,15686,1
119190,Wong Tai Sin,10855,
119191,South Horizons,15263,
119192,Siu Lam,13557,
119193,Diamond Hill,17505,1
119194,Wong Tai Sin,8299,
119195,San Po Kong,15656,1
119196,So Kwun Wat,17655,
119197,So Kwun Wat,17946,
119198,So Kwun Wat,17520,
119199,So Kwun Wat,16255,
119200,San Po Kong,13109,
119201,So Kwun Wat,11263,0
119202,Tuen Mun San Hui,8451,
119203,Lam Tin,14797,1
119204,North Point Mid-Levels,22051,
119205,Four Little Dragons,16611,1
119206,Sham Shui Po,5461,1
119207,Shau Kei Wan,18229,0
119208,North Point,19262,1
119209,Mid-Levels West,15408,1
119210,Mid-Levels West,23232,1
119211,Mid-Levels West,31193,
119212,Happy Valley,25545,1
119213,Wan Chai,33333,
119214,Mid-Levels West,19875,1
119215,Kai Tak New Area,41200,
119216,Kai Tak New Area,26201,
119217,Quarry Bay,20706,1
119218,Yau Ma Tei,15313,
119219,Wan Chai,11991,1
119220,Aberdeen,12604,
119221,Sai Ying Pun,33074,
119222,Tung Chung Town Centre,10101,1
119223,Belvedere,11416,1
119224,Ho Man Tin,62916,
119225,Tung Chung Town Centre,12438,1
119226,Sham Shui Po,17270,
119227,Sham Shui Po,18362,
119228,Tuen Mun San Hui,10530,1
119229,Ho Man Tin,8485,
119230,Kennedy Town,22345,1
119231,Sheung Wan,18877,1
119232,Diamond Hill,7326,
119233,Cheung Sha Wan,17698,1
119234,Yuen Long Station,16075,1
119235,Belvedere,12203,1
119236,Tung Chung Town Centre,11739,1
119237,Kwun Tong,12153,1
119238,Tung Chung Town Centre,11081,1
119239,Tung Chung Town Centre,11745,1
119240,South Horizons,16121,
119241,Cheung Sha Wan,10061,
119242,Sai Ying Pun,31638,
119243,Lam Tin,10369,
119244,Lam Tin,14368,1
119245,Tin Shui Wai,8099,
119246,Discovery Bay,25263,
119247,Tsuen Wan West,12570,1
119248,Hung Hom,13750,1
119249,Yuen Long Town Centre,12876,1
119250,Long Ping,5918,
119251,Yuen Long Town Centre,12649,1
119252,Yuen Long Town Centre,11000,1
119253,Yau Tong,21007,
119254,Hung Hom Station,17071,1
119255,Tsuen Wan West,20944,1
119256,Nam Cheong Station,25470,
119257,Tuen Mun Town Centre,16611,1
119258,Yuen Long Town Centre,11411,1
119259,Kowloon Bay,13514,
119260,Hung Hom,19417,
119261,Yuen Long Town Centre,11728,
119262,Four Little Dragons,17165,1
119263,Tin Shui Wai,11346,1
119264,Tin Shui Wai,7105,
119265,Tsuen Wan Hoi Bun,12248,
119266,Tin Shui Wai,12272,1
119267,Lam Tin,16054,1
119268,Tin Shui Wai,10556,1
119269,King's Park,18784,1
119270,Lam Tin,13716,
119271,Tin Shui Wai,6954,
119272,To Kwa Wan,8491,
119273,Tin Shui Wai,11211,1
119274,Mei Foo,13763,1
119275,Mei Foo,12686,1
119276,Mei Foo,12816,1
119277,Siu Lam,10118,1
119278,Discovery Bay,9409,1
119279,Tsing Yi,7349,
119280,Shau Kei Wan,12432,
119281,Jordan,16667,
119282,Jordan,16071,1
119283,Hung Shui Kiu North New Development Area,10384,
119284,Shau Kei Wan,13274,1
119285,Tsing Yi,7551,
119286,South Horizons,15886,1
119287,Shek Tong Tsui,25034,1
119288,Kowloon Station,25760,1
119289,Tin Hau,11834,1
119290,North Point,18249,1
119291,Sheung Kwai Chung,11257,1
119292,Kennedy Town,16820,1
119293,South Horizons,15663,1
119294,So Kwun Wat,17323,
119295,Tung Chung Town Centre,11934,1
119296,Tai Kok Tsui,18223,1
119297,Tung Chung Town Centre,9357,1
119298,Tung Chung North,,
119299,Tin Shui Wai,11952,1
119300,Tsuen Wan West,14737,1
119301,Ha Kwai Chung,15795,
119302,Tin Shui Wai,9764,1
119303,Tin Shui Wai,6908,
119304,Kornhill,16611,1
119305,Kwun Tong,8551,1
119306,To Kwa Wan,11429,
119307,Discovery Bay,10338,1
119308,Ho Man Tin,29620,0
119309,Yuen Long Town Centre,12025,1
119310,Shek Tong Tsui,15700,
119311,Tuen Mun North,9880,1
119312,Sham Shui Po,17706,
119313,Nob Hill,12165,
119314,Tuen Mun South,7681,
119315,Whampoa,17495,1
119316,Tsing Yi,13583,1
119317,Nob Hill,13382,
119318,Tsuen Wan Town Centre,9396,
119319,Ngau Chi Wan,12773,1
119320,Tsing Yi,14827,1
119321,Pok Fu Lam,16738,1
119322,Sham Shui Po,18129,
119323,Kwun Tong,10076,1
119324,Tin Shui Wai,12247,1
119325,Yau Ma Tei,12593,1
119326,Tsuen King Circuit,9958,1
119327,Au Tau,10767,1
119328,Pok Fu Lam,15164,1
119329,Tin Shui Wai,10238,1
119330,Tin Shui Wai,11719,1
119331,Four Little Dragons,16701,1
119332,Tin Shui Wai,10116,
119333,Kowloon Bay,13528,1
119334,Diamond Hill,14742,
119335,Happy Valley,41763,1
119336,Diamond Hill,14668,
119337,North Point,29247,
119338,Sai Ying Pun,13974,1
119339,Kornhill,14307,1
119340,Tuen Mun South,11956,1
119341,Tsuen Wan Hoi Bun,13817,1
119342,Au Tau,11524,1
119343,Tuen Mun Ferry Pier,11515,
119344,Sham Shui Po,13852,1
119345,Tsing Yi,12381,
119346,Sham Shui Po,13000,
119347,Tsing Yi,14625,1
119348,Tung Chung Town Centre,10806,1
119349,Wong Tai Sin,6881,
119350,Hung Shui Kiu North New Development Area,9516,1
119351,To Kwa Wan,9353,
119352,Mid-Levels West,25361,1
119353,Mong Kok,15035,1
119354,North Point Mid-Levels,21434,
119355,Long Ping,15105,1
119356,So Kwun Wat,17395,
119357,Mong Kok,15761,1
119358,Taikoo Shing,19394,
119359,Taikoo Shing,19286,1
119360,Deep Bay,13941,
119361,Palm Springs / Fairview,11001,1
119362,Mong Kok,9188,
119363,Mong Kok,9228,1
119364,Aberdeen,16776,1
119365,Shap Pat Heung,8904,1
119366,Discovery Park,15319,1
119367,Kowloon City,12562,1
119368,Prince Edward,7431,
119369,North Point Mid-Levels,16046,1
119370,Ha Kwai Chung,11231,
119371,Tung Chung Town Centre,13514,1
119372,North Point Mid-Levels,16374,1
119373,Happy Valley,20538,1
119374,Mid-Levels West,22882,1
119375,Long Ping,13825,1
119376,Sai Wan Ho,21151,
119377,Olympic Station,19262,1
119378,Mid-Levels West,30662,
119379,Yuen Long Station,13261,1
119380,Four Little Dragons,16571,1
119381,Four Little Dragons,15068,1
119382,Tung Chung Town Centre,12429,1
119383,Tuen Mun Town Centre,10694,1
119384,Mid-Levels West,18493,1
119385,So Kwun Wat,18122,
119386,North Point Mid-Levels,18605,1
119387,So Kwun Wat,18214,
119388,Kwun Tong,12676,1
119389,Tuen Mun South,9050,
119390,So Kwun Wat,10397,1
119391,Kwun Tong,10957,1
119392,Tai Kok Tsui,9870,1
119393,Tsuen King Circuit,8630,
119394,Ma Wan,10714,1
119395,Happy Valley,20039,1
119396,Tuen Mun Town Centre,14903,1
119397,Tuen Mun Ferry Pier,8755,
119398,Happy Valley,19522,1
119399,Tuen Mun North,4063,
119400,Cheung Sha Wan,20565,1
119401,Sheung Wan,19365,1
119402,Mid-Levels West,18376,1
119403,Tsing Yi,7211,
119404,Tsing Yi,7143,
119405,Lam Tei,11086,1
119406,Kwun Tong,10167,1
119407,Tsim Sha Tsui,7317,1
119408,Sai Ying Pun,18866,1
119409,Tsuen Wan Town Centre,7331,1
119410,Tsuen Wan Town Centre,8824,
119411,South Horizons,15992,
119412,Tung Chung Town Centre,11581,1
119413,Sheung Wan,19192,1
119414,Yau Tong,18073,
119415,Tsim Sha Tsui,12469,
119416,Tsuen King Circuit,13921,1
119417,Ho Man Tin,8095,
119418,Tsuen King Circuit,15147,1
119419,Sham Shui Po,16468,
119420,Ho Man Tin,9269,
119421,Ho Man Tin,9050,
119422,Ho Man Tin,12411,
119423,Jordan,8834,1
119424,Tsing Yi,13292,
119425,Hung Hom Station,17634,1
119426,Siu Lam,10491,1
119427,Tuen Mun North,5444,
119428,Siu Hong,13668,1
119429,Discovery Bay,9828,1
119430,Tsing Yi,17020,1
119431,Mid-Levels West,30789,
119432,Discovery Bay,11091,1
119433,Wong Tai Sin,6729,
119434,Kowloon Bay,15794,1
119435,Tuen Mun North,5358,
119436,Tsing Yi,7721,
119437,Sham Tseng,14291,1
119438,Tuen Mun North,11924,1
119439,Tuen Mun South,8264,
119440,Tuen Mun North,5698,
119441,Kai Tak New Area,28076,
119442,Kai Tak New Area,29743,
119443,Kai Tak New Area,28302,
119444,North Point,20190,
119445,Chi Lok,8736,1
119446,Kai Tak New Area,29448,
119447,Wan Chai,12323,1
119448,Kai Tak New Area,29892,
119449,Olympic Station,17730,1
119450,Causeway Bay,15674,1
119451,Kai Tak New Area,27683,
119452,Lam Tin,12701,1
119453,Wan Chai,14156,1
119454,Cheung Sha Wan,17194,1
119455,Wan Chai,22414,1
119456,Heng Fa Chuen,16737,1
119457,Kai Tak New Area,27412,
119458,Kam Tin,16240,
119459,Cheung Sha Wan,24443,
119460,Kai Tak New Area,28581,
119461,Kai Tak New Area,26818,
119462,Tuen Mun South,10325,
119463,Pok Fu Lam,14351,1
119464,Kwun Tong,6640,
119465,Sheung Wan,19487,1
119466,Shau Kei Wan,12804,
119467,Shek Tong Tsui,25540,
119468,Taikoo Shing,19860,1
119469,Taikoo Shing,21765,1
119470,Cheung Sha Wan,18577,1
119471,Kennedy Town,21802,1
119472,Shau Kei Wan,17152,1
119473,Tin Hau,15472,
119474,Sheung Wan,14731,
119475,North Point,22093,1
119476,Kai Tak New Area,25372,
119477,Tuen Mun North,10226,
119478,Tung Chung Town Centre,11457,1
119479,Tin Shui Wai,7792,
119480,Tin Shui Wai,6467,
119481,Sam Shing,8763,1
119482,Long Ping,6299,
119483,Ngau Chi Wan,11347,
119484,Taikoo Shing,19863,1
119485,Hung Shui Kiu North New Development Area,11799,1
119486,Mei Foo,14583,1
119487,Long Ping,15105,1
119488,Tuen Mun Town Centre,10459,1
119489,Long Ping,5142,
119490,Tuen Mun Ferry Pier,11834,
119491,Long Ping,14977,1
119492,Quarry Bay,17317,
119493,Whampoa,16130,1
119494,Lung Ping,12723,1
119495,Tin Shui Wai,10869,1
119496,Wong Tai Sin,8024,
119497,Nam Cheong Station,31633,
119498,Tin Shui Wai,10426,1
119499,Mid-Levels West,20882,1
119500,Shau Kei Wan,12308,
119501,Long Ping,11774,1
119502,Au Tau,11688,1
119503,Au Tau,11690,1
119504,Au Tau,10381,1
119505,Tin Shui Wai,7196,
119506,South Horizons,13968,1
119507,Yuen Long South New Development Area,8323,1
119508,Sai Wan Ho,22202,
119509,Tin Shui Wai,6772,
119510,Mid-Levels West,16763,1
119511,South Horizons,19563,
119512,To Kwa Wan,12258,
119513,Long Ping,13934,1
119514,Ngau Chi Wan,13179,
119515,Nob Hill,12895,
119516,Sai Ying Pun,31542,
119517,Mid-Levels West,23022,1
119518,Tuen Mun South,7032,
119519,Lam Tei,11390,1
119520,Sham Shui Po,18820,
119521,Ping Shan,13004,1
119522,Tsz Wan Shan,10469,
119523,Sham Shui Po,16624,
119524,Yuen Long Town Centre,12414,1
119525,Yuen Long Town Centre,10870,1
119526,Tsz Wan Shan,11172,
119527,Yuen Long Town Centre,10133,1
119528,Yuen Long Town Centre,10610,
119529,Sham Shui Po,19161,
119530,Kowloon Bay,14069,1
119531,Yuen Long Station,15263,1
119532,Sham Shui Po,17675,
119533,Tin Shui Wai,8103,
119534,Kowloon Bay,15019,1
119535,Wong Tai Sin,10969,1
119536,Tin Shui Wai,7585,
119537,Tsz Wan Shan,10253,
119538,Kowloon Bay,16854,1
119539,Tin Shui Wai,11948,1
119540,So Kwun Wat,14054,1
119541,So Kwun Wat,11752,
119542,Lam Tin,11143,
119543,Four Little Dragons,16631,1
119544,Four Little Dragons,17349,1
119545,Ho Man Tin,14449,
119546,Discovery Bay,9341,1
119547,Four Little Dragons,17444,1
119548,Kowloon Bay,11287,1
119549,Tuen Mun North,12564,1
119550,Yuk Kwai Shan Wan Poon,19317,1
119551,Sai Wan Ho,8009,1
119552,Olympic Station,17851,1
119553,Tuen Mun North,12632,1
119554,North Point,20073,
119555,Yuen Long Station,15353,1
119556,Yuen Long Station,13261,1
119557,North Point,19945,
119558,Sai Wan Ho,24645,1
119559,South Horizons,16035,1
119560,Chai Wan,13095,
119561,Peak,33498,1
119562,Hung Hom Station,20177,1
119563,Wong Tai Sin,14351,1
119564,So Kwun Wat,15424,
119565,Kennedy Town,14589,
119566,Ho Man Tin,8364,
119567,So Kwun Wat,14485,
119568,So Kwun Wat,14231,
119569,Mid-Levels West,30889,
119570,Wong Tai Sin,17424,1
119571,Heng Fa Chuen,15934,1
119572,Mid-Levels West,45583,
119573,So Kwun Wat,17911,
119574,Ho Man Tin,17492,1
119575,Anderson,11111,
119576,Anderson,8838,
119577,Ap Lei CHau,14810,
119578,Ngau Tau Kok,6390,0
119579,South Horizons,16279,1
119580,Yuen Long Station,11398,1
119581,Wan Chai,23793,1
119582,Tung Chung Town Centre,10601,1
119583,Hung Shui Kiu North New Development Area,12532,1
119584,Hung Shui Kiu North New Development Area,9124,1
119585,Yau Tong,17947,
119586,Kowloon Tong,40422,1
119587,Pok Fu Lam,18156,1
119588,Lam Tin,13102,1
119589,Cheung Sha Wan,6809,
119590,Cheung Sha Wan,18402,1
119591,Lam Tin,14902,1
119592,Cheung Sha Wan,15994,1
119593,Pok Fu Lam,18156,1
119594,Yau Yat Tsuen,23346,1
119595,Yau Yat Tsuen,18469,1
119596,Taikoo Shing,19881,1
119597,Nam Cheong Station,25708,
119598,Lam Tin,11756,
119599,Sai Ying Pun,33057,
119600,So Kwun Wat,13711,
119601,Tsim Sha Tsui,21862,0
119602,Tin Shui Wai,12170,1
119603,Kornhill,17819,
119604,Tin Shui Wai,10595,1
119605,Tin Shui Wai,10952,1
119606,Sai Ying Pun,31773,
119607,Wan Chai,18187,1
119608,Four Little Dragons,6937,
119609,Four Little Dragons,7860,
119610,Lai Wan,15135,1
119611,Mong Kok,11473,1
119612,Central,34006,
119613,Sham Shui Po,16628,
119614,Lai Wan,15270,1
119615,Yuen Long Station,16031,1
119616,Sham Shui Po,17474,
119617,Sham Shui Po,17220,
119618,Prince Edward,7843,1
119619,Mong Kok,12088,
119620,Tsuen King Circuit,13782,1
119621,Sham Shui Po,14041,
119622,Tsing Yi,17335,1
119623,Tsing Yi,16560,1
119624,Jordan,11944,1
119625,Jordan,8835,1
119626,Mei Foo,18122,1
119627,Mei Foo,14685,1
119628,Tuen Mun South,10369,1
119629,Sham Shui Po,17586,
119630,Discovery Bay,9320,
119631,Kam Tin,16262,
119632,To Kwa Wan,,
119633,Tuen Mun Ferry Pier,10651,
119634,Tsuen Wan West,19100,1
119635,To Kwa Wan,14452,
119636,To Kwa Wan,17904,1
119637,Tin Shui Wai,9887,1
119638,To Kwa Wan,,1
119639,North Point Mid-Levels,29065,1
119640,Tung Chung Town Centre,11257,1
119641,Tuen Mun San Hui,6891,1
119642,Long Ping,14554,1
119643,Olympic Station,21416,1
119644,Tuen Mun Ferry Pier,9872,
119645,Olympic Station,24802,1
119646,Yau Tong,15414,1
119647,Sheung Kwai Chung,10948,1
119648,South Horizons,16279,1
119649,Tung Chung Town Centre,14438,1
119650,South Horizons,16079,1
119651,Mid-Levels West,32667,
119652,Tsuen Wan West,16949,1
119653,Siu Sai Wan,8920,
119654,Ap Lei CHau,6969,
119655,Ap Lei CHau,15692,
119656,Kornhill,16574,1
119657,Quarry Bay,17033,1
119658,Quarry Bay,19525,1
119659,Siu Sai Wan,18244,1
119660,Mid-Levels West,32257,
119661,Mid-Levels West,33096,
119662,Mid-Levels West,18250,1
119663,Mid-Levels West,30983,
119664,Kai Tak New Area,27701,
119665,Kai Tak New Area,24968,
119666,North Point,19835,1
119667,Sham Shui Po,18973,
119668,Sheung Wan,20997,
119669,Yuen Long Town Centre,5572,
119670,Tsing Yi,14205,1
119671,Mei Foo,13812,1
119672,Tin Shui Wai,10893,1
119673,To Kwa Wan,10692,0
119674,Whampoa,15953,1
119675,To Kwa Wan,11339,
119676,Tai Hang,23438,1
119677,Tsing Yi,19574,
119678,Sham Shui Po,19019,
119679,Sai Wan Ho,17073,1
119680,Sham Shui Po,17495,
119681,Tung Chung Town Centre,11931,1
119682,Tsuen Wan West,14035,1
119683,Tsz Wan Shan,9881,
119684,Mid-Levels West,29382,
119685,Shek Tong Tsui,33323,
119686,Wong Tai Sin,72368,
119687,Mong Kok,7229,
119688,Tuen Mun North,4599,
119689,Whampoa,15133,1
119690,South Horizons,15714,1
119691,Tin Hau,26000,1
119692,South Horizons,15766,1
119693,Tin Shui Wai,12825,
119694,Sham Shui Po,19069,
119695,Tsuen Wan Town Centre,10616,
119696,Lam Tin,13217,
119697,Tsim Sha Tsui,14035,
119698,Tai Kok Tsui,12769,
119699,Palm Springs / Fairview,11873,1
119700,Yuk Kwai Shan Wan Poon,17708,1
119701,Ha Kwai Chung,15575,
119702,Kwun Tong,11468,
119703,Tai Kok Tsui,19570,1
119704,Tsuen King Circuit,12162,1
119705,Sheung Kwai Chung,9394,1
119706,Tin Shui Wai,6917,
119707,Tuen Mun San Hui,15791,
119708,Sham Shui Po,18082,
119709,North Point,15144,1
119710,Lam Tei,10670,1
119711,Tsing Yi,6727,
119712,Aberdeen,14886,1
119713,Sham Shui Po,16101,
119714,Kwun Tong,7955,
119715,Kwun Tong,12536,1
119716,Mid-Levels West,22687,1
119717,Tai Kok Tsui,21569,0
119718,Four Little Dragons,7516,
119719,Cheung Sha Wan,7792,
119720,Kowloon Bay,,
119721,Kowloon Bay,14120,1
119722,Cheung Sha Wan,16415,1
119723,Wong Tai Sin,6766,
119724,Sham Tseng,10526,1
119725,Kwun Tong,9146,
119726,So Kwun Wat,17812,
119727,Sai Ying Pun,34937,
119728,Shau Kei Wan,22390,
119729,Discovery Bay,11633,1
119730,So Kwun Wat,11467,1
119731,Aberdeen,15806,1
119732,So Kwun Wat,12395,1
119733,Yuen Long Town Centre,10183,1
119734,Shau Kei Wan,19580,1
119735,Diamond Hill,11463,
119736,Taikoo Shing,14514,
119737,Taikoo Shing,19732,1
119738,So Kwun Wat,17520,
119739,Sheung Wan,17891,
119740,Tsing Yi,11420,1
119741,Sai Ying Pun,16468,
119742,Four Little Dragons,8244,
119743,Sai Ying Pun,27807,
119744,Sai Ying Pun,34054,
119745,Lam Tin,14898,1
119746,Lam Tin,10270,
119747,Tin Shui Wai,9277,
119748,Sham Shui Po,19220,
119749,Tsuen Wan Town Centre,15335,1
119750,Tsing Lung Tau,11592,1
119751,So Kwun Wat,11727,
119752,Tsuen King Circuit,10833,
119753,Wan Chai,18913,
119754,Sham Shui Po,16738,
119755,Kowloon Station,34652,1
119756,Yau Kom Tau,13793,1
119757,Mid-Levels Central,29212,1
119758,Tung Chung Town Centre,13904,1
119759,Lai King,12956,
119760,Four Little Dragons,7948,
119761,Lam Tin,6772,
119762,Sham Tseng,13754,1
119763,Tuen Mun North,11205,1
119764,Sham Shui Po,16019,
119765,Tsing Yi,14186,1
119766,Jordan,16589,1
119767,Laguna,17454,1
119768,Au Tau,17372,
119769,Jordan,17868,1
119770,Yuen Long Town Centre,12526,1
119771,Causeway Bay,13204,1
119772,Tin Shui Wai,10733,1
119773,Tin Shui Wai,5972,1
119774,Kam Tin,11578,1
119775,Sham Shui Po,10215,
119776,Tin Shui Wai,7510,
119777,Sham Shui Po,10949,
119778,Tsing Yi,12302,
119779,Tsuen Wan West,10247,
119780,Tuen Mun San Hui,13889,1
119781,Tuen Mun Ferry Pier,10361,
119782,Kwun Tong,8974,0
119783,Mei Foo,12763,1
119784,Tin Shui Wai,7411,
119785,Tuen Mun North,10497,
119786,Siu Hong,13351,1
119787,Mei Foo,12612,1
119788,Tuen Mun Ferry Pier,9371,
119789,Tsz Wan Shan,10474,
119790,Tuen Mun Town Centre,13397,1
119791,Tuen Mun Town Centre,29838,1
119792,Tuen Mun North,5324,
119793,To Kwa Wan,22062,1
119794,Ap Lei CHau,17252,1
119795,Sai Wan Ho,23765,1
119796,Yuen Long Station,15981,1
119797,To Kwa Wan,17769,
119798,Tuen Mun South,8368,
119799,Laguna,15499,1
119800,To Kwa Wan,18421,1
119801,Tuen Mun South,13158,1
119802,Sai Wan Ho,16901,1
119803,Lam Tin,13584,
119804,Wan Chai,19286,1
119805,Sai Wan Ho,11859,1
119806,Tuen Mun San Hui,11639,1
119807,Wan Chai,25991,1
119808,Yuen Long Station,15768,1
119809,Long Ping,14983,1
119810,Kornhill,18046,
119811,Long Ping,15141,1
119812,South Horizons,15411,1
119813,Tai Kok Tsui,16011,
119814,Heng Fa Chuen,16274,
